date;time;temperature_F;wind_speed_mph;RH_percent;solar_radiation_W_m2;precip_inches
4/23/21;12:45 AM;49.9;0.3;97.5;0.0;*
4/23/21;1:00 AM;49.7;1.6;96.9;0.1;*
4/23/21;1:15 AM;49.7;0.4;96.0;0.1;*
4/23/21;1:30 AM;49.5;0.1;95.8;0.1;*
4/23/21;1:45 AM;49.3;0.1;95.9;0.1;*
4/23/21;2:00 AM;49.3;0.1;95.4;0.2;*
4/23/21;2:15 AM;49.3;0.1;95.2;0.1;*
4/23/21;2:30 AM;49.2;0.1;95.6;0.0;*
4/23/21;2:45 AM;49.3;0.1;96.0;0.1;*
4/23/21;3:00 AM;49.1;0.1;96.2;0.1;*
4/23/21;3:15 AM;49.1;0.1;96.3;0.0;*
4/23/21;3:30 AM;49.1;0.1;96.7;0.0;*
4/23/21;3:45 AM;49.0;0.1;97.9;0.0;*
4/23/21;4:00 AM;48.9;0.1;99.6;0.0;*
4/23/21;4:15 AM;48.7;0.1;99.9;0.0;*
4/23/21;4:30 AM;48.8;0.1;99.7;0.1;*
4/23/21;4:45 AM;48.8;0.1;100.0;0.0;*
4/23/21;5:00 AM;48.5;0.1;100.0;0.0;*
4/23/21;5:15 AM;48.5;0.1;100.0;0.0;*
4/23/21;5:30 AM;48.3;0.1;100.0;0.0;*
4/23/21;5:45 AM;48.1;0.1;100.0;0.0;*
4/23/21;6:00 AM;48.1;0.1;100.0;0.0;*
4/23/21;6:15 AM;47.9;0.1;100.0;0.0;*
4/23/21;6:30 AM;48.1;0.1;100.0;0.5;*
4/23/21;6:45 AM;47.9;0.1;100.0;2.6;*
4/23/21;7:00 AM;47.8;0.1;100.0;7.3;*
4/23/21;7:15 AM;47.9;0.1;100.0;14.6;*
4/23/21;7:30 AM;48.0;0.1;100.0;22.8;*
4/23/21;7:45 AM;48.2;0.1;100.0;40.5;*
4/23/21;8:00 AM;48.5;0.1;100.0;50.6;*
4/23/21;8:15 AM;48.6;0.1;100.0;61.6;*
4/23/21;8:30 AM;48.8;0.1;100.0;73.4;*
4/23/21;8:45 AM;49.1;0.1;100.0;85.6;*
4/23/21;9:00 AM;49.4;0.1;98.2;100.9;*
4/23/21;9:15 AM;50.0;0.1;94.7;126.0;*
4/23/21;9:30 AM;50.4;0.1;92.3;167.5;*
4/23/21;9:45 AM;50.7;0.1;90.1;171.7;*
4/23/21;10:00 AM;50.9;0.1;89.3;163.7;*
4/23/21;10:15 AM;51.0;0.1;88.9;179.4;*
4/23/21;10:30 AM;51.6;0.1;87.1;203.8;*
4/23/21;10:45 AM;51.9;0.1;86.3;211.2;*
4/23/21;11:00 AM;52.4;0.1;85.9;241.9;*
4/23/21;11:15 AM;52.9;0.1;85.4;256.3;*
4/23/21;11:30 AM;53.2;0.1;83.9;261.1;*
4/23/21;11:45 AM;53.5;0.1;83.3;332.0;*
4/23/21;12:00 PM;54.5;1.2;81.0;390.3;*
4/23/21;12:15 PM;55.3;2.7;79.0;385.2;*
4/23/21;12:30 PM;55.6;3.4;78.6;400.2;*
4/23/21;12:45 PM;56.4;2.4;76.8;654.8;*
4/23/21;1:00 PM;57.9;4.2;73.2;715.2;*
4/23/21;1:15 PM;58.0;4.2;72.5;677.0;*
4/23/21;1:30 PM;58.9;3.3;71.5;672.6;*
4/23/21;1:45 PM;59.1;4.6;70.5;797.3;*
4/23/21;2:00 PM;59.7;5.6;69.8;1019.3;*
4/23/21;2:15 PM;58.9;5.1;70.6;788.5;*
4/23/21;2:30 PM;59.9;4.8;69.4;1046.6;*
4/23/21;2:45 PM;60.3;4.2;69.4;936.6;*
4/23/21;3:00 PM;59.3;5.0;69.6;799.5;*
4/23/21;3:15 PM;59.5;4.4;69.4;670.2;*
4/23/21;3:30 PM;59.1;4.8;70.5;692.4;*
4/23/21;3:45 PM;59.0;4.7;71.2;784.7;*
4/23/21;4:00 PM;58.8;4.5;70.7;831.4;*
4/23/21;4:15 PM;58.6;4.1;71.2;556.1;*
4/23/21;4:30 PM;56.7;5.6;74.7;525.2;*
4/23/21;4:45 PM;55.9;3.6;76.6;252.3;*
4/23/21;5:00 PM;55.1;3.1;78.7;167.2;*
4/23/21;5:15 PM;54.7;3.8;79.6;150.3;*
4/23/21;5:30 PM;54.2;3.7;80.4;125.9;*
4/23/21;5:45 PM;54.2;2.2;80.9;106.2;*
4/23/21;6:00 PM;53.8;2.8;81.7;81.9;*
4/23/21;6:15 PM;53.7;3.5;82.7;66.7;*
4/23/21;6:30 PM;53.2;2.4;83.8;44.7;*
4/23/21;6:45 PM;53.2;2.5;83.8;37.4;*
4/23/21;7:00 PM;52.7;1.4;85.3;23.2;*
4/23/21;7:15 PM;52.6;1.4;85.9;13.2;*
4/23/21;7:30 PM;52.2;0.7;87.1;5.9;*
4/23/21;7:45 PM;52.1;0.1;87.2;1.8;*
4/23/21;8:00 PM;52.0;0.9;87.7;0.1;*
4/23/21;8:15 PM;52.0;0.1;88.1;0.0;*
4/23/21;8:30 PM;51.8;0.1;87.5;0.0;*
4/23/21;8:45 PM;51.7;0.1;87.3;0.0;*
4/23/21;9:00 PM;51.7;0.1;88.3;0.1;*
4/23/21;9:15 PM;51.7;0.1;89.6;0.0;*
4/23/21;9:30 PM;51.6;0.1;90.2;0.1;*
4/23/21;9:45 PM;51.5;0.1;89.9;0.0;*
4/23/21;10:00 PM;51.3;0.1;91.5;0.0;*
4/23/21;10:15 PM;51.2;0.1;92.4;0.2;*
4/23/21;10:30 PM;51.1;0.1;91.1;0.2;*
4/23/21;10:45 PM;50.9;0.1;90.1;0.1;*
4/23/21;11:00 PM;50.8;0.1;90.5;0.2;*
4/23/21;11:15 PM;50.9;0.1;90.1;0.1;*
4/23/21;11:30 PM;51.0;0.1;90.5;0.0;*
4/23/21;11:45 PM;51.0;0.1;90.8;0.0;*
4/24/21;12:00 AM;50.9;0.1;91.4;0.0;*
4/24/21;12:15 AM;50.8;0.1;91.9;0.1;*
4/24/21;12:30 AM;50.7;0.1;92.3;0.2;*
4/24/21;12:45 AM;50.7;0.1;92.9;0.2;*
4/24/21;1:00 AM;50.7;0.1;93.2;0.1;*
4/24/21;1:15 AM;50.8;0.1;93.2;0.0;*
4/24/21;1:30 AM;50.7;0.1;93.3;0.0;*
4/24/21;1:45 AM;50.5;0.1;93.7;0.0;*
4/24/21;2:00 AM;50.5;0.1;94.3;0.1;*
4/24/21;2:15 AM;50.5;0.1;94.6;0.1;*
4/24/21;2:30 AM;50.3;0.1;95.2;0.0;*
4/24/21;2:45 AM;50.5;0.1;95.3;0.0;*
4/24/21;3:00 AM;50.3;0.1;95.3;0.1;*
4/24/21;3:15 AM;50.5;0.1;95.0;0.3;*
4/24/21;3:30 AM;50.7;0.1;94.4;0.3;*
4/24/21;3:45 AM;50.5;0.1;94.8;0.1;*
4/24/21;4:00 AM;50.3;0.1;95.6;0.0;*
4/24/21;4:15 AM;49.8;0.1;95.8;0.0;*
4/24/21;4:30 AM;49.0;0.1;96.3;0.0;*
4/24/21;4:45 AM;47.9;0.1;97.5;0.0;*
4/24/21;5:00 AM;47.0;0.1;99.4;0.0;*
4/24/21;5:15 AM;46.9;0.1;100.0;0.0;*
4/24/21;5:30 AM;46.7;0.1;100.0;0.0;*
4/24/21;5:45 AM;46.6;0.1;100.0;0.1;*
4/24/21;6:00 AM;46.8;0.1;100.0;0.6;*
4/24/21;6:15 AM;47.3;0.1;100.0;1.4;*
4/24/21;6:30 AM;47.8;0.1;100.0;4.4;*
4/24/21;6:45 AM;48.6;0.1;100.0;10.1;*
4/24/21;7:00 AM;49.2;0.1;99.9;16.9;*
4/24/21;7:15 AM;49.5;0.1;98.1;24.7;*
4/24/21;7:30 AM;49.8;0.1;96.4;32.6;*
4/24/21;7:45 AM;50.1;0.1;95.3;40.6;*
4/24/21;8:00 AM;50.2;0.1;94.4;60.7;*
4/24/21;8:15 AM;50.3;0.1;92.0;80.9;*
4/24/21;8:30 AM;50.4;0.1;92.2;88.7;*
4/24/21;8:45 AM;50.4;0.1;92.7;98.0;*
4/24/21;9:00 AM;50.6;0.1;93.5;129.6;*
4/24/21;9:15 AM;50.7;0.1;93.9;130.6;*
4/24/21;9:30 AM;50.9;0.1;94.6;147.4;*
4/24/21;9:45 AM;51.3;0.1;93.6;199.6;*
4/24/21;10:00 AM;52.4;0.1;90.9;285.5;*
4/24/21;10:15 AM;52.9;1.5;87.9;285.2;*
4/24/21;10:30 AM;53.0;2.7;90.0;313.0;*
4/24/21;10:45 AM;53.1;1.2;87.6;301.9;*
4/24/21;11:00 AM;53.6;2.5;85.4;282.4;*
4/24/21;11:15 AM;54.5;1.8;82.4;462.1;*
4/24/21;11:30 AM;56.3;2.4;77.9;782.1;*
4/24/21;11:45 AM;56.8;4.2;76.6;766.2;*
4/24/21;12:00 PM;57.4;4.2;75.1;956.0;*
4/24/21;12:15 PM;57.5;3.9;74.2;906.4;*
4/24/21;12:30 PM;58.4;4.1;72.5;944.6;*
4/24/21;12:45 PM;59.1;4.5;70.3;983.3;*
4/24/21;1:00 PM;59.3;4.7;69.4;1004.0;*
4/24/21;1:15 PM;59.1;5.9;69.3;1017.3;*
4/24/21;1:30 PM;59.3;5.3;70.4;987.3;*
4/24/21;1:45 PM;59.3;5.8;71.5;1045.9;*
4/24/21;2:00 PM;58.8;4.8;72.9;1004.3;*
4/24/21;2:15 PM;58.7;5.3;71.4;883.3;*
4/24/21;2:30 PM;58.4;5.7;71.8;807.0;*
4/24/21;2:45 PM;58.4;4.6;71.6;815.9;*
4/24/21;3:00 PM;58.8;3.8;71.3;772.1;*
4/24/21;3:15 PM;60.0;4.1;70.3;844.1;*
4/24/21;3:30 PM;59.6;5.1;69.6;679.7;*
4/24/21;3:45 PM;59.4;4.9;70.0;731.8;*
4/24/21;4:00 PM;60.1;4.9;69.1;745.9;*
4/24/21;4:15 PM;60.0;4.6;70.1;699.1;*
4/24/21;4:30 PM;59.8;4.5;71.0;655.8;*
4/24/21;4:45 PM;59.8;4.7;71.5;631.5;*
4/24/21;5:00 PM;58.4;5.8;72.8;483.7;*
4/24/21;5:15 PM;57.3;5.2;74.8;430.0;*
4/24/21;5:30 PM;57.5;4.5;74.5;419.9;*
4/24/21;5:45 PM;57.0;4.1;74.4;347.3;*
4/24/21;6:00 PM;56.6;4.0;74.8;202.9;*
4/24/21;6:15 PM;55.4;4.6;76.9;111.7;*
4/24/21;6:30 PM;54.9;3.7;79.4;88.8;*
4/24/21;6:45 PM;54.5;3.3;82.0;89.3;*
4/24/21;7:00 PM;54.3;1.8;83.1;76.3;*
4/24/21;7:15 PM;53.6;3.1;84.2;35.4;*
4/24/21;7:30 PM;52.9;3.9;85.8;12.9;*
4/24/21;7:45 PM;52.5;2.9;88.1;2.3;*
4/24/21;8:00 PM;52.3;1.0;89.7;0.1;*
4/24/21;8:15 PM;52.1;0.4;90.7;0.0;*
4/24/21;8:30 PM;52.1;0.7;90.4;0.0;*
4/24/21;8:45 PM;52.2;1.0;90.2;0.1;*
4/24/21;9:00 PM;52.2;0.1;90.4;0.0;*
4/24/21;9:15 PM;52.0;0.7;90.8;0.0;*
4/24/21;9:30 PM;52.0;0.4;91.3;0.0;*
4/24/21;9:45 PM;51.9;0.7;91.5;0.0;*
4/24/21;10:00 PM;51.9;2.5;90.5;0.0;*
4/24/21;10:15 PM;51.8;0.9;91.2;0.0;*
4/24/21;10:30 PM;51.7;0.1;92.1;0.0;*
4/24/21;10:45 PM;51.5;0.1;93.0;0.0;*
4/24/21;11:00 PM;51.2;0.1;91.9;0.0;*
4/24/21;11:15 PM;51.3;0.1;91.9;0.1;*
4/24/21;11:30 PM;51.1;0.1;91.7;0.0;*
4/24/21;11:45 PM;51.2;0.1;90.3;0.0;*
4/25/21;12:00 AM;51.0;0.1;89.4;0.0;*
4/25/21;12:15 AM;50.9;0.1;88.6;0.0;*
4/25/21;12:30 AM;50.2;0.1;88.8;0.0;*
4/25/21;12:45 AM;48.5;0.1;92.2;0.0;*
4/25/21;1:00 AM;47.7;1.8;94.6;0.0;*
4/25/21;1:15 AM;47.2;0.5;95.3;0.0;*
4/25/21;1:30 AM;47.1;0.1;95.9;0.1;*
4/25/21;1:45 AM;47.2;0.1;95.2;0.0;*
4/25/21;2:00 AM;47.2;0.1;94.9;0.1;*
4/25/21;2:15 AM;47.8;0.1;93.7;0.0;*
4/25/21;2:30 AM;48.2;0.1;92.7;0.2;*
4/25/21;2:45 AM;48.2;0.1;92.3;0.0;*
4/25/21;3:00 AM;48.0;0.1;92.9;0.0;*
4/25/21;3:15 AM;47.9;0.1;93.7;0.2;*
4/25/21;3:30 AM;48.5;0.1;93.5;0.4;*
4/25/21;3:45 AM;49.3;0.1;92.3;0.5;*
4/25/21;4:00 AM;49.5;0.1;91.0;0.0;*
4/25/21;4:15 AM;49.4;0.1;90.7;0.0;*
4/25/21;4:30 AM;49.4;0.1;90.9;0.0;*
4/25/21;4:45 AM;49.0;0.1;90.2;0.0;*
4/25/21;5:00 AM;48.2;0.1;91.9;0.0;*
4/25/21;5:15 AM;48.1;0.1;92.5;0.1;*
4/25/21;5:30 AM;48.3;0.1;92.6;0.5;*
4/25/21;5:45 AM;48.7;0.1;91.9;0.5;*
4/25/21;6:00 AM;49.1;0.1;91.2;0.3;*
4/25/21;6:15 AM;49.2;0.1;90.6;1.0;*
4/25/21;6:30 AM;49.4;0.1;90.4;3.1;*
4/25/21;6:45 AM;49.7;0.2;90.3;8.8;*
4/25/21;7:00 AM;49.8;0.1;89.9;19.9;*
4/25/21;7:15 AM;49.9;0.1;88.8;17.1;*
4/25/21;7:30 AM;50.1;0.1;87.8;24.9;*
4/25/21;7:45 AM;50.3;0.1;86.7;38.8;*
4/25/21;8:00 AM;50.6;0.1;85.8;42.4;*
4/25/21;8:15 AM;50.9;0.1;85.4;59.6;*
4/25/21;8:30 AM;51.5;0.1;85.2;89.5;*
4/25/21;8:45 AM;51.8;0.1;84.1;61.7;*
4/25/21;9:00 AM;52.0;0.1;84.0;74.2;*
4/25/21;9:15 AM;52.1;0.1;86.4;96.8;*
4/25/21;9:30 AM;52.3;1.7;86.9;131.0;*
4/25/21;9:45 AM;52.8;4.1;86.9;231.8;*
4/25/21;10:00 AM;53.7;2.4;82.3;196.2;*
4/25/21;10:15 AM;54.5;1.6;79.3;161.3;*
4/25/21;10:30 AM;55.0;0.8;77.9;191.9;*
4/25/21;10:45 AM;55.9;0.7;75.6;225.0;*
4/25/21;11:00 AM;55.9;2.1;73.4;172.1;*
4/25/21;11:15 AM;55.7;2.4;72.8;141.6;*
4/25/21;11:30 AM;56.2;1.7;68.8;154.0;*
4/25/21;11:45 AM;56.7;2.8;64.4;157.0;*
4/25/21;12:00 PM;57.1;1.6;64.8;159.2;*
4/25/21;12:15 PM;57.3;2.0;66.6;147.3;*
4/25/21;12:30 PM;57.3;3.2;70.1;228.9;*
4/25/21;12:45 PM;58.2;2.4;71.3;360.6;*
4/25/21;1:00 PM;58.5;3.7;73.6;417.1;*
4/25/21;1:15 PM;57.2;4.3;80.8;376.8;*
4/25/21;1:30 PM;57.3;3.3;80.4;415.8;*
4/25/21;1:45 PM;57.5;3.6;78.9;337.3;*
4/25/21;2:00 PM;56.4;5.2;80.5;271.4;*
4/25/21;2:15 PM;57.0;4.5;80.3;361.1;*
4/25/21;2:30 PM;57.0;4.2;79.5;355.6;*
4/25/21;2:45 PM;57.4;3.5;79.1;320.4;*
4/25/21;3:00 PM;57.6;3.2;79.8;220.6;*
4/25/21;3:15 PM;56.9;3.6;81.8;222.2;*
4/25/21;3:30 PM;56.8;3.9;82.6;253.3;*
4/25/21;3:45 PM;56.6;3.5;84.7;239.2;*
4/25/21;4:00 PM;55.4;4.9;90.7;295.8;*
4/25/21;4:15 PM;54.7;5.2;92.6;297.3;*
4/25/21;4:30 PM;55.3;3.2;92.9;245.3;*
4/25/21;4:45 PM;55.5;2.9;93.3;244.4;*
4/25/21;5:00 PM;55.5;2.8;92.5;198.2;*
4/25/21;5:15 PM;55.5;3.2;91.3;173.6;*
4/25/21;5:30 PM;55.6;2.1;91.3;132.8;*
4/25/21;5:45 PM;55.3;2.4;91.9;126.9;*
4/25/21;6:00 PM;55.0;2.6;92.2;103.6;*
4/25/21;6:15 PM;54.9;2.4;93.3;99.7;*
4/25/21;6:30 PM;54.6;2.4;93.9;64.6;*
4/25/21;6:45 PM;54.2;1.5;95.9;32.5;*
4/25/21;7:00 PM;53.1;1.9;98.2;15.0;*
4/25/21;7:15 PM;52.3;1.8;99.8;8.5;*
4/25/21;7:30 PM;51.9;0.3;100.0;6.7;*
4/25/21;7:45 PM;51.6;0.1;100.0;6.1;*
4/25/21;8:00 PM;51.3;0.1;100.0;0.1;*
4/25/21;8:15 PM;50.9;0.1;100.0;0.0;*
4/25/21;8:30 PM;50.7;0.1;100.0;0.0;*
4/25/21;8:45 PM;50.7;0.1;100.0;0.0;*
4/25/21;9:00 PM;50.8;0.1;100.0;0.0;*
4/25/21;9:15 PM;50.8;0.1;100.0;0.0;*
4/25/21;9:30 PM;50.7;0.1;100.0;0.1;*
4/25/21;9:45 PM;50.5;0.1;100.0;0.0;*
4/25/21;10:00 PM;50.1;0.1;100.0;0.0;*
4/25/21;10:15 PM;49.8;0.1;100.0;0.1;*
4/25/21;10:30 PM;50.1;0.1;100.0;0.4;*
4/25/21;10:45 PM;50.3;0.1;100.0;0.4;*
4/25/21;11:00 PM;50.3;0.1;100.0;0.1;*
4/25/21;11:15 PM;50.2;0.1;100.0;0.0;*
4/25/21;11:30 PM;49.9;0.1;100.0;0.0;*
4/25/21;11:45 PM;49.4;0.1;100.0;0.0;*
4/26/21;12:00 AM;49.6;0.1;100.0;0.5;*
4/26/21;12:15 AM;49.7;0.1;100.0;0.3;*
4/26/21;12:30 AM;49.8;0.1;100.0;0.3;*
4/26/21;12:45 AM;50.0;0.1;100.0;0.6;*
4/26/21;1:00 AM;50.0;0.1;100.0;0.4;*
4/26/21;1:15 AM;50.2;0.1;100.0;0.7;*
4/26/21;1:30 AM;50.4;0.1;100.0;0.9;*
4/26/21;1:45 AM;50.5;0.1;100.0;0.7;*
4/26/21;2:00 AM;50.5;0.1;100.0;0.5;*
4/26/21;2:15 AM;50.5;0.1;100.0;0.2;*
4/26/21;2:30 AM;50.5;0.1;100.0;0.4;*
4/26/21;2:45 AM;50.4;0.1;100.0;0.5;*
4/26/21;3:00 AM;50.5;0.1;100.0;0.5;*
4/26/21;3:15 AM;50.5;0.1;100.0;0.3;*
4/26/21;3:30 AM;50.7;0.1;100.0;0.3;*
4/26/21;3:45 AM;50.8;0.1;100.0;0.1;*
4/26/21;4:00 AM;50.8;0.1;100.0;0.1;*
4/26/21;4:15 AM;50.5;0.1;100.0;0.0;*
4/26/21;4:30 AM;49.8;0.1;100.0;0.0;*
4/26/21;4:45 AM;48.6;0.1;100.0;0.0;*
4/26/21;5:00 AM;48.3;0.1;100.0;0.5;*
4/26/21;5:15 AM;48.5;0.1;100.0;0.7;*
4/26/21;5:30 AM;48.6;0.1;100.0;0.6;*
4/26/21;5:45 AM;48.8;0.1;100.0;0.2;*
4/26/21;6:00 AM;48.9;0.1;100.0;0.0;*
4/26/21;6:15 AM;48.9;0.1;100.0;0.5;*
4/26/21;6:30 AM;48.4;0.1;100.0;4.1;*
4/26/21;6:45 AM;48.2;0.1;100.0;18.3;*
4/26/21;7:00 AM;48.9;0.1;100.0;31.9;*
4/26/21;7:15 AM;49.2;0.1;100.0;51.7;*
4/26/21;7:30 AM;50.0;0.1;100.0;111.0;*
4/26/21;7:45 AM;50.8;2.5;100.0;118.8;*
4/26/21;8:00 AM;50.6;2.0;100.0;108.2;*
4/26/21;8:15 AM;50.8;1.6;100.0;123.2;*
4/26/21;8:30 AM;51.1;0.1;98.2;102.8;*
4/26/21;8:45 AM;53.2;0.1;96.3;439.5;*
4/26/21;9:00 AM;55.8;1.5;80.9;542.2;*
4/26/21;9:15 AM;57.2;2.1;72.5;620.6;*
4/26/21;9:30 AM;57.2;2.2;70.8;471.2;*
4/26/21;9:45 AM;57.4;3.7;69.5;409.7;*
4/26/21;10:00 AM;56.3;3.2;72.2;217.2;*
4/26/21;10:15 AM;56.0;3.4;73.3;278.7;*
4/26/21;10:30 AM;56.4;3.3;74.2;289.1;*
4/26/21;10:45 AM;57.5;3.4;73.2;691.2;*
4/26/21;11:00 AM;57.6;4.9;72.5;649.8;*
4/26/21;11:15 AM;59.1;4.6;70.6;740.9;*
4/26/21;11:30 AM;58.8;5.3;71.9;705.2;*
4/26/21;11:45 AM;58.4;5.8;72.0;866.0;*
4/26/21;12:00 PM;59.4;4.3;70.2;939.1;*
4/26/21;12:15 PM;60.3;5.0;68.5;1048.8;*
4/26/21;12:30 PM;60.3;4.4;67.7;1084.0;*
4/26/21;12:45 PM;60.7;4.2;66.7;1088.5;*
4/26/21;1:00 PM;60.7;4.6;65.5;1064.6;*
4/26/21;1:15 PM;60.9;4.8;65.8;1057.4;*
4/26/21;1:30 PM;60.7;4.5;64.8;1039.2;*
4/26/21;1:45 PM;61.1;4.3;62.3;1025.7;*
4/26/21;2:00 PM;61.5;5.1;59.8;1014.8;*
4/26/21;2:15 PM;61.2;6.1;60.1;995.4;*
4/26/21;2:30 PM;62.1;5.0;58.4;973.5;*
4/26/21;2:45 PM;62.1;4.6;56.1;947.2;*
4/26/21;3:00 PM;61.6;5.4;55.4;915.9;*
4/26/21;3:15 PM;61.7;5.6;55.4;881.5;*
4/26/21;3:30 PM;61.3;6.0;56.1;842.8;*
4/26/21;3:45 PM;60.4;6.2;57.2;803.5;*
4/26/21;4:00 PM;59.3;7.8;56.6;760.5;*
4/26/21;4:15 PM;59.4;6.1;58.6;713.3;*
4/26/21;4:30 PM;59.0;6.0;61.8;662.7;*
4/26/21;4:45 PM;58.4;5.8;65.8;611.9;*
4/26/21;5:00 PM;58.5;4.8;67.4;559.5;*
4/26/21;5:15 PM;58.3;5.1;68.3;505.8;*
4/26/21;5:30 PM;57.9;4.7;69.1;446.4;*
4/26/21;5:45 PM;56.9;5.0;70.4;388.5;*
4/26/21;6:00 PM;56.3;5.0;71.3;328.7;*
4/26/21;6:15 PM;55.5;5.0;72.8;180.3;*
4/26/21;6:30 PM;54.4;4.8;75.4;49.7;*
4/26/21;6:45 PM;54.3;4.5;76.6;98.6;*
4/26/21;7:00 PM;53.7;4.1;77.9;81.0;*
4/26/21;7:15 PM;52.5;3.3;81.8;21.6;*
4/26/21;7:30 PM;51.9;4.2;84.5;13.1;*
4/26/21;7:45 PM;51.4;2.4;85.8;3.1;*
4/26/21;8:00 PM;51.0;0.7;87.0;0.0;*
4/26/21;8:15 PM;50.5;0.1;87.8;0.0;*
4/26/21;8:30 PM;50.1;0.1;89.2;0.0;*
4/26/21;8:45 PM;49.7;0.1;90.4;0.0;*
4/26/21;9:00 PM;49.1;0.1;91.0;0.0;*
4/26/21;9:15 PM;48.3;0.1;93.0;0.0;*
4/26/21;9:30 PM;47.6;0.1;95.4;0.0;*
4/26/21;9:45 PM;46.9;0.1;96.9;0.0;*
4/26/21;10:00 PM;46.6;0.1;98.2;0.0;*
4/26/21;10:15 PM;46.3;0.1;98.5;0.0;*
4/26/21;10:30 PM;45.6;0.1;98.9;0.0;*
4/26/21;10:45 PM;45.1;0.1;99.8;0.0;*
4/26/21;11:00 PM;44.9;0.1;100.0;0.0;*
4/26/21;11:15 PM;44.6;0.1;100.0;0.0;*
4/26/21;11:30 PM;44.8;0.1;100.0;0.1;*
4/26/21;11:45 PM;45.8;0.1;100.0;0.3;*
4/27/21;12:00 AM;46.4;0.1;100.0;0.0;*
4/27/21;12:15 AM;46.7;0.1;99.7;0.0;*
4/27/21;12:30 AM;46.7;0.1;99.4;0.0;*
4/27/21;12:45 AM;46.4;0.1;99.5;0.0;*
4/27/21;1:00 AM;46.1;0.1;99.9;0.0;*
4/27/21;1:15 AM;45.3;0.1;100.0;0.0;*
4/27/21;1:30 AM;44.7;0.1;100.0;0.0;*
4/27/21;1:45 AM;45.1;0.1;100.0;0.0;*
4/27/21;2:00 AM;44.4;0.1;100.0;0.0;*
4/27/21;2:15 AM;43.8;0.1;100.0;0.0;*
4/27/21;2:30 AM;43.1;0.1;100.0;0.0;*
4/27/21;2:45 AM;43.4;0.1;100.0;0.0;*
4/27/21;3:00 AM;43.8;0.1;100.0;0.0;*
4/27/21;3:15 AM;43.2;0.1;100.0;0.0;*
4/27/21;3:30 AM;43.2;0.1;100.0;0.0;*
4/27/21;3:45 AM;43.5;0.1;100.0;0.0;*
4/27/21;4:00 AM;43.4;0.1;100.0;0.0;*
4/27/21;4:15 AM;43.2;0.1;100.0;0.0;*
4/27/21;4:30 AM;42.8;0.1;100.0;0.0;*
4/27/21;4:45 AM;42.5;0.1;100.0;0.0;*
4/27/21;5:00 AM;42.2;0.1;100.0;0.0;*
4/27/21;5:15 AM;41.9;0.1;100.0;0.0;*
4/27/21;5:30 AM;41.5;0.1;100.0;0.0;*
4/27/21;5:45 AM;41.2;0.1;100.0;0.0;*
4/27/21;6:00 AM;42.1;0.1;100.0;0.0;*
4/27/21;6:15 AM;42.8;0.1;100.0;0.2;*
4/27/21;6:30 AM;44.0;0.7;100.0;4.4;*
4/27/21;6:45 AM;43.7;0.1;100.0;12.2;*
4/27/21;7:00 AM;44.1;0.7;100.0;20.4;*
4/27/21;7:15 AM;45.3;0.1;96.9;27.4;*
4/27/21;7:30 AM;46.1;1.8;93.9;92.7;*
4/27/21;7:45 AM;48.5;0.3;90.6;215.5;*
4/27/21;8:00 AM;51.5;3.4;76.8;275.2;*
4/27/21;8:15 AM;53.0;5.4;68.9;335.2;*
4/27/21;8:30 AM;53.6;5.5;67.0;395.5;*
4/27/21;8:45 AM;55.1;4.2;64.7;455.1;*
4/27/21;9:00 AM;56.1;4.9;61.5;514.9;*
4/27/21;9:15 AM;57.0;4.8;59.1;572.6;*
4/27/21;9:30 AM;58.1;4.0;56.7;629.2;*
4/27/21;9:45 AM;58.9;4.2;55.6;683.3;*
4/27/21;10:00 AM;60.4;3.6;54.2;737.3;*
4/27/21;10:15 AM;61.6;4.3;51.6;780.3;*
4/27/21;10:30 AM;61.9;3.4;50.0;823.6;*
4/27/21;10:45 AM;63.1;3.7;48.6;866.2;*
4/27/21;11:00 AM;63.7;3.4;51.1;898.5;*
4/27/21;11:15 AM;63.8;3.8;49.6;927.7;*
4/27/21;11:30 AM;65.1;3.4;48.4;955.1;*
4/27/21;11:45 AM;64.2;6.4;49.8;981.7;*
4/27/21;12:00 PM;64.0;6.6;52.0;1005.0;*
4/27/21;12:15 PM;63.4;6.2;55.7;1019.9;*
4/27/21;12:30 PM;64.0;4.8;55.5;1029.1;*
4/27/21;12:45 PM;63.8;5.8;56.5;1036.8;*
4/27/21;1:00 PM;63.8;6.4;57.2;1039.2;*
4/27/21;1:15 PM;63.3;6.8;59.4;1038.3;*
4/27/21;1:30 PM;63.5;6.0;57.6;1033.2;*
4/27/21;1:45 PM;64.0;6.2;52.8;1024.3;*
4/27/21;2:00 PM;63.7;5.8;50.9;1009.0;*
4/27/21;2:15 PM;63.6;5.5;54.2;986.7;*
4/27/21;2:30 PM;63.7;5.2;59.0;961.9;*
4/27/21;2:45 PM;63.2;7.1;56.0;936.7;*
4/27/21;3:00 PM;63.9;5.4;56.0;909.2;*
4/27/21;3:15 PM;63.3;5.6;61.7;872.8;*
4/27/21;3:30 PM;61.9;5.3;68.3;833.5;*
4/27/21;3:45 PM;61.3;5.7;68.7;793.9;*
4/27/21;4:00 PM;60.8;5.2;70.4;751.5;*
4/27/21;4:15 PM;60.2;5.2;72.7;700.7;*
4/27/21;4:30 PM;60.2;4.7;73.6;654.2;*
4/27/21;4:45 PM;59.9;4.9;74.1;601.4;*
